file,key,language,path,state,value,source_value,comment
Localizable,onboarding.name.subtitle,mn,,translated,Эхэлцгээе. Чамайг хэн гэдэг вэ?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,mr,,translated,चला सुरू करूया. तुझं नाव काय?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,ms,,translated,Mari mula. Siapa nama kamu?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,my,,translated,စလိုက်ရအောင်။ မင်းနာမည် ဘာလဲ။,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,nb,,translated,La oss begynne. Hva heter du?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,ne,,translated,सुरु गरौँ। तिम्रो नाम के हो?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,nl,,translated,Laten we beginnen. Hoe heet je?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,or,,translated,ଚାଲ ଆରମ୍ଭ କରିବା। ତୁମ ନାମ କ’ଣ?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,pa,,translated,ਆਓ ਸ਼ੁਰੂ ਕਰੀਏ। ਤੁਹਾਡਾ ਨਾਮ ਕੀ ਹੈ?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,pl,,translated,Zaczynajmy. Jak masz na imię?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,pt,,translated,Vamos começar. Como te chamas?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,ro,,translated,Să începem. Cum te cheamă?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,ru,,translated,Давай начнём. Как тебя зовут?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,si,,translated,අපි පටන් ගමු. ඔබේ නම මොකක්ද?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,sk,,translated,Poďme na to. Ako sa voláš?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,sl,,translated,Začnimo. Kako ti je ime?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,sq,,translated,Le të fillojmë. Si quhesh?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,sr,,translated,Počnimo. Kako se zoveš?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,sv,,translated,Nu börjar vi. Vad heter du?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,sw,,translated,Tuanze. Unaitwa nani?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,ta,,translated,தொடங்கலாம். உன் பெயர் என்ன?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,te,,translated,మొదలుపెడదాం. నీ పేరేంటి?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,th,,translated,มาเริ่มกันเลย เธอชื่ออะไร?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,tr,,translated,Haydi başlayalım. Adın ne?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,ug,,translated,باشلايلى. ئىسمىڭ نېمە؟,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,uk,,translated,Почнімо! Як тебе звати?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,ur,,translated,آئیں شروع کریں۔ آپ کا نام کیا ہے؟,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,uz,,translated,Boshlaymiz. Isming nima?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,vi,,translated,Bắt đầu nhé. Bạn tên gì?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,zh,,translated,开始吧。你叫什么名字？,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.subtitle,zu,,translated,Asiqale. Ungubani igama lakho?,Let's get started. What's your name?,"Line under the first onboarding headline, leading into the name field."
Localizable,onboarding.name.title,af,,translated,Somme maak was nog nooit so lekker nie!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,am,,translated,ስሌት መሥራት ይህን ያህል አስደሳች ሆኖ አያውቅም!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,ar,,translated,لم تكن المسائل ممتعة هكذا من قبل!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,as,,translated,অংক কৰা কেতিয়াও ইমান মজাৰ নাছিল!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,az,,translated,Misal həll etmək heç belə əyləncəli olmayıb!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,be,,translated,Рашаць прыклады яшчэ ніколі не было так весела!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,bg,,translated,Смятането никога не е било толкова забавно!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,bn,,translated,অঙ্ক করা এত মজার কখনও ছিল না!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,bo,,translated,རྩིས་རྒྱག་པ་དེ་འདྲ་སྤྲོ་པོ་ནམ་ཡང་མ་བྱུང་!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,bs,,translated,Računanje nikad nije bilo ovako zabavno!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,ca,,translated,Fer operacions mai havia estat tan divertit!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,cs,,translated,Počítání ještě nikdy nebylo tak zábavné!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,cy,,translated,Fu gwneud symiau erioed mor hwyl!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,da,,translated,Det har aldrig været så sjovt at regne!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,de,,translated,Rechnen hat noch nie so viel Spaß gemacht!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,el,,translated,Οι ασκήσεις δεν ήταν ποτέ τόσο διασκεδαστικές!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,en,,translated,"Doing sums has
never been this fun!","Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,es,,translated,¡Hacer cuentas nunca fue tan divertido!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,et,,translated,Arvutamine pole kunagi nii lõbus olnud!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,eu,,translated,Kalkuluak egitea ez da inoiz hain dibertigarria izan!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,fa,,translated,حل کردن سؤال‌ها هیچ‌وقت این‌قدر بامزه نبوده!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,fi,,translated,Laskeminen ei ole koskaan ollut näin hauskaa!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,fo,,translated,Tað hevur ongantíð verið so stuttligt at rokna!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,fr,,translated,Faire des calculs n’a jamais été aussi amusant !,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,ga,,translated,Ní raibh suimeanna chomh spraíúil riamh!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,gl,,translated,Facer contas nunca foi tan divertido!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,gu,,translated,દાખલા ગણવા ક્યારેય એટલું મજેદાર નહોતું!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,he,,translated,לפתור תרגילים מעולם לא היה כיף כל כך!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,hi,,translated,गणित इतना मज़ेदार कभी नहीं था!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,hr,,translated,Računanje nikad nije bilo zabavnije!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,hu,,translated,A számolás még sosem volt ilyen jó móka!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,hy,,translated,Հաշվելը երբեք այսքան զվարճալի չի եղել։,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,id,,translated,Berhitung belum pernah seseru ini!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,is,,translated,Það hefur aldrei verið svona gaman að reikna!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,it,,translated,Fare i calcoli non è mai stato così divertente!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,ja,,translated,計算ってこんなに楽しい！,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,ka,,translated,ამოცანების ამოხსნა ასეთი სახალისო არასდროს ყოფილა!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,kk,,translated,Есеп шығару бұрын-соңды мұндай қызық болмаған!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,km,,translated,គណនាលំហាត់មិនធ្លាប់សប្បាយបែបនេះទេ!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,kn,,translated,ಲೆಕ್ಕ ಮಾಡುವುದು ಇಷ್ಟು ಮಜವಾಗಿರಲಿಲ್ಲ!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,ko,,translated,계산이 이렇게 재미있었던 적은 없어요!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,lo,,translated,ເຮັດໂຈດບໍ່ເຄີຍມ່ວນຂະໜາດນີ້!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,lt,,translated,Skaičiuoti dar niekada nebuvo taip smagu!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,lv,,translated,Rēķināt vēl nekad nav bijis tik jautri!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,mk,,translated,Сметањето никогаш не било позабавно!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,ml,,translated,കണക്കുകൾ ഇത്ര രസകരമായിട്ടില്ല!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,mn,,translated,Бодлого бодох ийм хөгжилтэй байгаагүй!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,mr,,translated,गणित कधीच इतकं मजेदार नव्हतं!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,ms,,translated,Mengira tak pernah seseronok ini!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,my,,translated,ပုစ္ဆာတွက်တာ ဒီလောက်ပျော်စရာ မရှိသေးဘူး!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,nb,,translated,Regning har aldri vært så gøy!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,ne,,translated,हिसाब गर्नु यति रमाइलो कहिल्यै थिएन!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,nl,,translated,Sommen maken was nog nooit zo leuk!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,or,,translated,ଗଣିତ କରିବା ଏତେ ମଜା କେବେ ନଥିଲା!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,pa,,translated,ਹਿਸਾਬ ਕਰਨਾ ਕਦੇ ਇੰਨਾ ਮਜ਼ੇਦਾਰ ਨਹੀਂ ਸੀ!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,pl,,translated,Liczenie jeszcze nigdy nie było tak fajne!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,pt,,translated,Fazer contas nunca foi tão divertido!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,ro,,translated,Calculele nu au fost niciodată atât de distractive!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,ru,,translated,Решать примеры ещё никогда не было так весело!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,si,,translated,ගණන් හදන එක මෙතරම් විනෝද වෙලා නැහැ!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,sk,,translated,Počítanie ešte nikdy nebolo také zábavné!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,sl,,translated,Računanje še nikoli ni bilo tako zabavno!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,sq,,translated,Detyrat s’kanë qenë kurrë kaq zbavitëse!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,sr,,translated,Računanje nikad nije bilo ovako zabavno!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,sv,,translated,Det har aldrig varit så kul att räkna!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,sw,,translated,Kufanya hesabu hakujawahi kufurahisha hivi!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,ta,,translated,கணக்குப் போடுவது இவ்வளவு வேடிக்கையாக இருந்ததே இல்லை!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,te,,translated,లెక్కలు చేయడం ఇంత సరదాగా ఎప్పుడూ లేదు!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,th,,translated,คิดเลขไม่เคยสนุกเท่านี้!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,tr,,translated,İşlem yapmak hiç bu kadar eğlenceli olmamıştı!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,ug,,translated,ھېسابلاش بۇنچە قىزىقارلىق بولۇپ باقمىغان!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,uk,,translated,Рахувати ще ніколи не було так весело!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,ur,,translated,حساب کبھی اتنا مزے دار نہیں تھا!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,uz,,translated,Misol yechish hech qachon bunchalik qiziq bo‘lmagan!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,vi,,translated,Làm toán chưa bao giờ vui thế này!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,zh,,translated,做算术从没这么好玩！,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.name.title,zu,,translated,Ukubala akukaze kube mnandi kanje!,"Doing sums has
never been this fun!","Headline on the first onboarding screen. Set in a very large font; the line break in the source is a deliberate balance point — put yours where your sentence breaks best, or drop it."
Localizable,onboarding.subject.subtitle,af,,translated,Kies ’n onderwerp om mee te begin.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,am,,translated,ለመጀመር ርዕስ ምረጥ።,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,ar,,translated,اختر موضوعًا لتبدأ به.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,as,,translated,আৰম্ভ কৰিবলৈ এটা বিষয় বাছা।,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,az,,translated,Başlamaq üçün mövzu seç.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,be,,translated,"Выберы тэму, з якой пачнеш.",Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,bg,,translated,"Избери тема, с която да започнеш.",Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,bn,,translated,শুরু করার জন্য একটি বিষয় বেছে নাও।,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,bo,,translated,འགོ་འཛུགས་སའི་བརྗོད་གཞི་འདེམས།,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,bs,,translated,Izaberi temu za početak.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,ca,,translated,Tria un tema per començar.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,cs,,translated,"Vyber si téma, kterým začneš.",Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,cy,,translated,Dewis bwnc i ddechrau.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,da,,translated,Vælg et emne at starte med.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,de,,translated,Wähle ein Thema zum Starten.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,el,,translated,Διάλεξε ένα θέμα για να ξεκινήσεις.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,en,,translated,Choose a topic to start with.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,es,,translated,Elige un tema para empezar.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,et,,translated,Vali alustamiseks teema.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,eu,,translated,Aukeratu hasteko gai bat.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,fa,,translated,یک موضوع برای شروع انتخاب کن.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,fi,,translated,"Valitse aihe, josta aloitat.",Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,fo,,translated,Vel eitt evni at byrja við.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,fr,,translated,Choisis un sujet pour commencer.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,ga,,translated,Roghnaigh ábhar le tosú.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,gl,,translated,Escolle un tema para comezar.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,gu,,translated,શરૂ કરવા એક વિષય પસંદ કરો.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,he,,translated,בחרו נושא להתחיל בו.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,hi,,translated,शुरू करने के लिए एक विषय चुनें।,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,hr,,translated,Odaberi temu za početak.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,hu,,translated,Válassz egy témát a kezdéshez.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,hy,,translated,Ընտրիր թեմա՝ սկսելու համար։,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,id,,translated,Pilih topik untuk memulai.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,is,,translated,Veldu efni til að byrja á.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,it,,translated,Scegli un argomento da cui iniziare.,Choose a topic to start with.,Line under the topic-choice headline.
Localizable,onboarding.subject.subtitle,ja,,translated,最初にやるテーマをえらぼう。,Choose a topic to start with.,Line under the topic-choice headline.
